Company name;Fixed assets 2018;Fixed assets 2017;Fixed assets 2016;Intangible fixed assets 2018;Intangible fixed assets 2017;Intangible fixed assets 2016;Tangible fixed assets 2018;Tangible fixed assets 2017;Tangible fixed assets 2016;Other fixed assets 2018;Other fixed assets 2017;Other fixed assets 2016;Current assets 2018;Current assets 2017;Current assets 2016;Stock 2018;Stock 2017;Stock 2016;Debtors 2018;Debtors 2017;Debtors 2016;Other current assets 2018;Other current assets 2017;Other current assets 2016;Cash & cash equivalent 2018;Cash & cash equivalent 2017;Cash & cash equivalent 2016;Total assets 2018;Total assets 2017;Total assets 2016;Shareholders funds 2018;Shareholders funds 2017;Shareholders funds 2016;Capital 2018;Capital 2017;Capital 2016;Other shareholders funds 2018;Other shareholders funds 2017;Other shareholders funds 2016;Non-current liabilities 2018;Non-current liabilities 2017;Non-current liabilities 2016;Long term debt 2018;Long term debt 2017;Long term debt 2016;Other non-current liabilities 2018;Other non-current liabilities 2017;Other non-current liabilities 2016;Provisions 2018;Provisions 2017;Provisions 2016;Current liabilities 2018;Current liabilities 2017;Current liabilities 2016;Loans 2018;Loans 2017;Loans 2016;Creditors 2018;Creditors 2017;Creditors 2016;Other current liabilities 2018;Other current liabilities 2017;Other current liabilities 2016;Total shareh. funds & liab. 2018;Total shareh. funds & liab. 2017;Total shareh. funds & liab. 2016;NACE Rev. 2 primary code;NACE Rev. 2, primary code description;MORE evaluation - Score 2018;MORE evaluation - Score 2017;MORE evaluation - Score 2016
SALUR-DUR-GMBH;147;175;144;1;1;0;147;174;144;0;0;0;1626;1485;1244;-424;-183;-118;0;0;0;2050;1668;1362;305;469;472;1773;1660;1388;76;161;131;13;13;13;64;149;118;166;1499;1257;61;1394;1159;106;104;98;75;74;54;1531;0;0;0;n.a.;n.a.;0;n.a.;n.a.;1531;n.a.;n.a.;1773;1660;1388;4333;Floor and wall covering;CCC;BB;BB
WESTFAELISCHE WASSER- UND UMWELTANALYTIK GMBH;6716;7203;7241;6;5;15;2496;2696;2436;4213;4502;4790;6057;4606;3024;102;0;0;230;126;117;5725;4480;2907;771;719;9;12773;11809;10265;1774;2016;1431;200;200;200;1574;1816;1231;10448;9428;8532;0;0;0;10448;9428;8532;10448;9428;8532;551;365;302;0;0;0;273;112;53;278;253;250;12773;11809;10265;3600;Water collection, treatment and supply;B;B;BBB
KALNIK VERTRIEBS-GMBH;564;634;544;0;1;3;564;633;541;0;0;0;2347;2197;2227;150;69;121;0;0;0;2198;2128;2106;659;365;319;2911;2831;2771;1115;994;1020;110;110;110;1005;884;910;1688;1837;1604;1128;1320;1172;560;517;432;560;517;432;108;0;147;0;n.a.;0;0;n.a.;0;108;n.a.;147;2911;2831;2771;4632;Wholesale of meat and meat products;BB;BBB;BBB
ACUROC GMBH;12;14;26;0;0;0;12;13;26;0;0;0;434;726;754;0;0;0;0;0;0;434;726;754;60;109;185;446;739;781;219;502;712;25;25;25;194;477;687;1;103;37;0;0;0;1;103;37;1;103;37;225;134;31;0;0;0;0;0;0;225;134;31;446;739;781;7022;Business and other management consultancy activities;BB;BB;BB
AGRAR GMBH SONNENBERG;10467;10705;11550;11;9;10;10453;10694;11538;3;3;3;1153;1409;982;509;521;361;0;0;0;644;888;621;303;97;415;11620;12114;12532;760;760;760;61;61;61;700;700;700;9212;9870;9457;9197;9855;9447;15;15;10;15;15;10;1648;1484;2315;n.a.;0;0;n.a.;0;0;45;1484;2315;11620;12114;12532;0120;Growing of perennial crops;CCC;CCC;CC
AUGSBURGER PANTHER EISHOCKEY GMBH;534;610;695;14;1;0;499;583;669;21;26;26;670;914;740;52;43;32;0;0;0;618;871;708;246;584;302;1204;1524;1435;-7139;-6851;-6669;0;0;0;-7139;-6851;-6669;3378;3555;3005;3022;3132;2664;356;423;341;356;423;341;4965;4820;5099;768;100;132;134;321;311;4063;4399;4656;1204;1524;1435;9310;Sports activities;CC;CC;CC
AUTOHAUS HARTWICH & KRESS GMBH;972;734;378;82;85;91;890;648;287;1;1;1;2016;2058;2210;1109;1087;1167;0;0;0;907;970;1043;150;191;455;2989;2792;2589;1451;1502;1493;52;52;52;1399;1450;1441;399;421;446;0;0;0;399;421;446;399;421;446;1140;868;650;0;0;0;0;0;0;1140;868;650;2989;2792;2589;4520;Maintenance and repair of motor vehicles;BBB;BBB;BBB
AUTOHAUS KNIEPER GMBH;1000;1011;917;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;2443;2297;2343;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;1;n.a.;n.a.;n.a.;n.a.;3443;3308;3260;2721;2628;2524;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;722;680;736;122;97;109;600;583;628;600;583;628;0;0;0;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;3443;3308;3260;4511;Sale of cars and light motor vehicles;BBB;BBB;BBB
AUTOHAUS ZIMMERMANN GMBH & CO. KG;381;281;252;0;0;0;381;281;252;0;0;0;1624;1741;1738;580;577;775;0;0;0;1044;1164;963;853;929;818;2005;2022;1990;50;50;50;50;50;50;0;0;0;1955;304;343;1637;0;0;317;304;343;317;304;343;0;1668;1597;n.a.;0;0;n.a.;0;0;n.a.;1668;1597;2005;2022;1990;4511;Sale of cars and light motor vehicles;B;CCC;CC
AUTOMATION W + R GMBH;456;459;505;22;35;47;239;230;263;195;195;195;3977;4148;4452;499;1722;2202;0;0;0;3478;2426;2250;1398;1021;1232;4433;4607;4957;2575;2222;1844;26;26;26;2549;2197;1818;1125;781;534;0;0;0;1125;781;534;1125;781;534;733;1604;2580;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;29;29;58;4433;4607;4957;7112;Engineering activities and related technical consultancy;BBB;BBB;BB
AUTOZENTRUM MOEBUS GMBH;1472;1546;1422;0;0;0;1472;1546;1422;0;0;0;4315;3875;2708;3192;2729;1939;0;0;477;1123;1146;292;104;3;71;5787;5421;4131;1805;1191;1103;26;26;26;1778;1165;1077;3982;4230;3027;3354;4193;2992;628;37;35;628;37;35;0;0;1;n.a.;0;0;n.a.;0;0;n.a.;0;1;5787;5421;4131;4511;Sale of cars and light motor vehicles;BB;B;B
CHROM-MUELLER METALLVEREDELUNG GMBH;1022;931;1003;15;22;13;1007;909;990;0;0;0;999;1311;1443;171;144;134;0;0;0;828;1167;1309;533;866;941;2021;2242;2446;413;775;677;51;51;51;362;724;626;1608;652;990;1116;426;828;492;226;162;492;226;162;0;815;779;n.a.;0;0;n.a.;0;0;n.a.;815;779;2021;2242;2446;2561;Treatment and coating of metals;BBB;BBB;BBB
EMS J. WETZEL GMBH;73;89;72;1;0;0;72;89;72;0;0;0;2010;1620;1599;0;5;4;0;0;0;2010;1615;1595;602;733;747;2083;1709;1671;1063;800;554;125;125;125;938;675;429;381;909;324;45;534;20;336;376;304;336;376;304;639;0;793;0;n.a.;0;0;n.a.;0;639;n.a.;793;2083;1709;1671;7810;Activities of employment placement agencies;BBB;BBB;BBB
FERDINAND HOEVELMANN SPEDITION GMBH;1758;1056;725;1;3;3;1756;1053;722;0;0;0;978;742;713;48;29;52;0;0;0;930;713;661;9;12;44;2736;1797;1438;256;222;-22;401;401;401;-145;-179;-423;153;91;29;0;0;10;153;91;19;153;91;19;2326;1485;1431;0;0;0;0;0;0;2326;1485;1431;2736;1797;1438;4941;Freight transport by road;CCC;B;CCC
FRANZ MESTEKEMPER BAUGESCHAEFT UND BAUSTOFFHANDLUNG GMBH;521;432;304;0;0;0;521;432;304;0;0;0;2978;2732;3218;722;408;642;0;0;0;2256;2325;2576;196;195;40;3498;3164;3522;1641;1507;1457;18;18;18;1622;1489;1439;1858;1657;2064;1171;1081;1490;687;576;574;687;576;574;0;0;0;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;3498;3164;3522;4120;Construction of residential and non-residential buildings;BBB;BBB;BBB
FRIEDRICH HOLLENBERG GMBH & CO. KG BAUSTOFFHANDEL;429;404;153;0;0;0;429;404;153;0;0;0;996;1136;747;42;53;53;0;0;0;953;1082;694;457;652;420;1424;1539;900;129;129;26;129;129;26;0;0;0;111;174;58;60;95;6;51;79;52;51;79;52;1184;1236;816;0;0;0;0;0;0;1184;1236;816;1424;1539;900;4673;Wholesale of wood, construction materials and sanitary equipment;BB;BB;B
GEORG RUETHLEIN GMBH & CO. KG;812;991;1383;0;0;0;786;965;1357;26;26;26;1697;1104;916;883;622;588;0;0;0;814;482;328;476;191;180;2509;2094;2299;169;168;167;169;168;167;0;0;0;1231;1927;2132;1011;1748;1944;220;179;188;220;179;188;1108;0;1;n.a.;n.a.;0;n.a.;n.a.;0;4;n.a.;1;2509;2094;2299;4510;Sale of motor vehicles;B;BB;B
H.A.S.E. HOLZWERK HERMESKEIL GMBH & CO. KG;3674;3387;3440;0;0;0;3674;3387;3440;0;0;0;4484;3975;3592;2984;2419;1869;0;0;0;1500;1556;1723;3;217;13;8158;7362;7033;4196;4033;3963;4196;4033;3963;0;0;0;2462;2064;1902;2329;1963;1828;133;101;74;133;101;74;1500;1266;1167;0;0;0;0;0;0;1500;1266;1167;8158;7362;7033;1610;Sawmilling and planing of wood;BB;BB;BBB
HAFI BESCHLAEGE GMBH;624;652;526;246;249;6;363;388;507;14;14;13;3506;3100;3024;2890;2564;2417;0;0;0;616;536;607;18;9;21;4130;3752;3550;2405;2305;2112;31;31;31;2374;2274;2081;651;777;1412;330;284;1156;321;494;257;321;494;257;1074;670;25;n.a.;0;0;n.a.;0;0;46;670;25;4130;3752;3550;2572;Manufacture of locks and hinges;BB;BBB;BBB
HAUBNER GMBH;241;197;68;10;20;1;231;177;67;0;0;0;2413;2352;2094;234;-2;15;0;0;0;2179;2354;2078;99;392;238;2653;2549;2162;808;838;756;25;25;25;783;813;731;1846;1710;1406;1746;1563;1286;100;147;120;100;147;120;0;0;0;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;2653;2549;2162;4391;Roofing activities;BBB;BBB;BBB
HAUSTECHNIK HENRY BURMESTER GMBH;1054;577;584;0;0;0;349;256;197;704;321;388;1926;2718;2229;821;873;711;0;0;0;1104;1845;1518;637;1383;1018;2979;3296;2814;1893;1805;1442;30;30;30;1863;1775;1412;375;570;1371;10;37;779;365;533;592;365;533;592;712;921;0;0;0;n.a.;0;0;n.a.;712;921;n.a.;2979;3296;2814;4322;Plumbing, heat and air conditioning installation;BBB;BBB;BBB
HENFLING HOLZINDUSTRIE GMBH & CO. KG;158;183;170;0;3;11;157;179;158;1;1;1;3494;5855;4936;1444;3792;2908;0;0;0;2050;2063;2028;1;1;2;3652;6038;5106;105;113;111;105;113;n.a.;0;0;n.a.;493;5925;4994;192;5579;4674;300;347;320;300;347;320;3054;0;0;0;n.a.;n.a.;0;n.a.;n.a.;3054;n.a.;n.a.;3652;6038;5106;1623;Manufacture of other builders' carpentry and joinery;CCC;CCC;CCC
HOKA GES. FUER LUEFTUNGSFORMTEILE AUS KUNSTSTOFFEN MIT BESCHRAENKTER;690;825;928;3;8;12;639;769;868;49;49;49;2153;1957;1860;1172;1045;1024;0;0;0;980;912;836;321;184;252;2842;2782;2788;941;884;826;205;205;205;736;679;621;1262;1898;1962;135;857;966;1127;1041;997;1127;1041;997;640;0;0;0;n.a.;n.a.;0;n.a.;n.a.;640;n.a.;n.a.;2842;2782;2788;2223;Manufacture of builders' ware of plastic;BBB;BBB;BBB
KILIAN WILLIBALD GMBH, TIEF- UND STRASSENBAU, KIESWERK, BAUSCHUTTVERWERTUNG ...;73;79;112;0;0;0;73;79;112;0;0;0;8398;10723;8131;1046;5316;3529;0;0;0;7353;5406;4602;2167;1420;1696;8472;10802;8243;4362;3408;3255;50;50;50;4312;3358;3205;1131;779;770;0;0;0;1131;779;770;1131;779;770;2979;6615;4218;0;0;0;0;0;0;2979;6615;4218;8472;10802;8243;4211;Construction of roads and motorways;A;BB;BBB
KLAUS MAYER GMBH & CO. KG;102;127;161;21;23;25;82;105;136;0;0;0;2034;2216;1902;1568;1720;1322;0;0;0;466;496;580;266;316;325;2136;2344;2063;1013;1013;813;1;1;1;1012;1012;812;1124;1331;1250;1070;1276;1125;54;56;126;54;56;126;0;0;0;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;2136;2344;2063;4540;Sale, maintenance and repair of motorcycles and related parts and accessories;BBB;BBB;BBB
KULT GMBH & CO. KG;1938;2034;1982;319;425;531;1620;1609;1451;0;0;0;5111;4200;3649;3837;2447;2907;0;0;0;1274;1753;742;5;3;46;7049;6234;5631;992;1140;916;637;785;561;355;355;355;1015;5095;4715;777;4890;4594;238;205;120;238;205;120;5043;0;0;0;n.a.;n.a.;0;n.a.;n.a.;5043;n.a.;n.a.;7049;6234;5631;4299;Construction of other civil engineering projects nec;CCC;BB;B
MESSE OSTWESTFALEN GMBH;598;655;727;0;0;0;588;644;717;11;11;10;3080;2543;2715;0;0;0;0;0;0;3080;2543;2715;2818;2285;2408;3678;3198;3443;2044;1458;1608;1100;1100;1100;944;358;508;295;226;541;40;40;205;256;186;336;256;186;336;1339;1514;1294;n.a.;n.a.;0;n.a.;n.a.;0;1199;1440;1294;3678;3198;3443;8230;Organisation of conventions and trade shows;BBB;BBB;BBB
MODEHAUS KUHN GMBH & CO. KG;269;318;302;5;8;21;264;310;281;0;0;0;1368;1099;1002;729;731;687;0;0;0;639;368;316;481;275;265;1637;1417;1304;1086;898;737;1086;898;737;0;0;0;551;518;212;334;340;29;217;178;183;217;178;183;0;0;355;n.a.;n.a.;0;n.a.;n.a.;0;n.a.;n.a.;355;1637;1417;1304;4751;Retail sale of textiles in specialised stores;BBB;BB;BB
NACKEN GMBH;2450;957;1119;0;1;2;2450;956;1117;0;0;0;1770;1421;1403;7;53;91;0;0;0;1762;1368;1312;695;753;718;4219;2378;2523;1878;1367;1232;13;13;13;1865;1354;1219;2341;1011;1291;1966;780;1038;375;231;253;375;231;253;0;0;0;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;4219;2378;2523;7111;Architectural activities;BBB;BBB;BBB
OBJEKT-M DMD GMBH;22;19;13;0;1;0;22;18;13;0;0;0;1931;1712;1418;1235;1005;757;0;0;0;696;707;660;91;54;49;1953;1731;1431;647;524;415;30;30;15;617;493;400;1306;1207;1015;1214;1113;947;93;95;69;93;95;69;0;0;0;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;1953;1731;1431;4759;Retail sale of furniture, lighting equipment and other household articles in specialised stores;BBB;BBB;BB
OFFSET-SERVICE HUBERT BOLLMANN GMBH;223;233;224;0;0;1;223;233;223;0;0;0;1911;1762;2061;1065;1054;1071;0;0;0;846;708;990;166;117;252;2134;1995;2284;851;851;895;51;51;51;800;800;844;496;1144;1390;322;1004;1218;175;140;172;175;140;172;787;0;0;0;n.a.;n.a.;0;n.a.;n.a.;787;n.a.;n.a.;2134;1995;2284;4669;Wholesale of other machinery and equipment;BBB;BBB;BBB
PARTNER GERUESTBAU GMBH;286;536;683;0;0;0;286;536;683;0;0;0;2201;1907;1608;66;88;0;0;0;0;2135;1819;1608;143;106;423;2487;2443;2292;1504;1314;1156;78;78;78;1426;1236;1078;984;1128;1136;769;907;942;215;221;194;215;221;194;0;0;0;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;2487;2443;2292;4399;Other specialised construction activities nec;BBB;BBB;BBB
PATIR DESIGN GMBH;227;262;308;0;0;0;227;262;308;0;0;0;3644;3113;2620;1095;793;1173;0;0;0;2549;2319;1447;424;1068;346;3871;3375;2928;1367;1524;701;25;25;25;1342;1499;676;120;1851;509;0;1451;0;120;400;509;120;400;509;2384;0;1718;0;n.a.;0;0;n.a.;0;2384;n.a.;1718;3871;3375;2928;3109;Manufacture of other furniture;BBB;BBB;BB
PROCOS GMBH;105;139;172;1;3;19;54;83;100;50;53;53;5750;4780;4902;1829;1386;1322;0;0;2448;3920;3394;1132;1139;551;879;5855;4919;5074;3207;2694;1862;26;26;26;3181;2668;1837;683;2225;3212;356;1543;2811;327;681;401;327;681;401;1965;0;0;0;n.a.;n.a.;0;n.a.;n.a.;1965;n.a.;n.a.;5855;4919;5074;2222;Manufacture of plastic packing goods;BBB;BBB;BB
SYSBOHR GMBH;50;97;58;21;22;37;30;41;21;0;34;0;1946;1956;1958;0;0;164;0;0;0;1946;1956;1794;1122;1138;776;1996;2053;2016;1555;1513;1407;130;130;130;1425;1383;1277;69;540;609;26;437;478;43;103;131;43;103;131;372;0;0;0;n.a.;n.a.;0;n.a.;n.a.;372;n.a.;n.a.;1996;2053;2016;2841;Manufacture of metal forming machinery;BBB;BBB;BBB
SZL SUCHTZENTRUM GGMBH;1508;311;350;0;0;0;1508;311;350;0;0;0;417;480;391;0;0;0;0;0;0;417;480;391;41;51;36;1925;791;742;312;170;168;25;25;25;287;145;143;1067;200;218;1064;189;206;3;11;12;3;11;12;546;421;356;0;0;0;0;0;0;546;421;356;1925;791;742;8899;Other social work activities without accommodation nec;BB;BB;BB
TH. KOERBER GESELLSCHAFT MIT BESCHRAENKTER HAFTUNG;57;73;82;0;0;0;55;72;80;2;2;2;6014;2613;5270;5069;1582;4370;0;0;0;945;1031;901;234;13;36;6071;2686;5352;540;519;500;26;26;26;514;494;475;408;306;374;238;148;227;171;158;147;171;158;147;5123;1861;4477;0;0;0;0;0;0;5123;1861;4477;6071;2686;5352;4334;Painting and glazing;CCC;B;CCC
UNIQUE EUROPE GMBH;613;669;731;0;1;1;613;668;730;0;0;0;4397;4086;4627;1769;1786;2318;0;0;0;2629;2300;2309;436;95;67;5011;4755;5358;2796;2660;2190;100;100;100;2696;2560;2090;196;347;98;0;0;0;196;347;98;196;347;98;2019;1748;3070;0;0;0;0;0;0;2019;1748;3070;5011;4755;5358;4641;Wholesale of textiles;BBB;BBB;BB
WIK - ELEKTROGERAETE ENTWICKLUNGS- UND SERVICE-GMBH & CO. KG.;6080;6215;6248;8;12;0;6039;6171;6248;33;33;1;1584;2387;3082;567;449;501;0;0;0;1017;1938;2581;639;599;1048;7664;8602;9330;6836;7873;7729;6836;7873;7729;0;0;0;827;728;1601;683;563;1432;144;165;169;144;165;169;0;0;0;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;7664;8602;9330;4643;Wholesale of electrical household appliances;BBB;BBB;BB
WUELLNER & KAISER GMBH & CO. KG;1726;1613;1648;5;8;0;1721;1605;1648;0;0;0;1992;1797;1373;1127;1011;924;0;0;0;865;786;449;0;0;0;3718;3410;3021;527;687;531;527;687;531;0;0;0;3191;2723;1145;3057;2592;921;134;131;224;134;131;224;0;0;1345;n.a.;n.a.;0;n.a.;n.a.;0;n.a.;n.a.;1345;3718;3410;3021;2229;Manufacture of other plastic products;BB;BB;B
ROHRHANDEL WEIDNER GMBH;692;663;520;66;1;0;626;662;520;0;0;0;3209;2823;2613;1820;1353;1407;0;0;0;1389;1470;1206;887;1126;673;3901;3486;3132;2836;2530;2298;100;100;100;2736;2430;2198;228;956;834;92;847;714;136;108;120;136;108;120;837;0;0;0;n.a.;n.a.;0;n.a.;n.a.;837;n.a.;n.a.;3901;3486;3132;4672;Wholesale of metals and metal ores;BBB;BBB;BBB
MARTIN KELLER SERVICE GMBH;94;118;119;16;23;31;78;95;89;0;0;0;809;671;821;218;242;220;0;0;0;590;429;601;205;162;353;903;789;940;108;50;61;50;50;50;58;0;11;795;737;111;720;711;107;75;26;4;75;26;4;0;1;768;n.a.;0;0;n.a.;0;0;n.a.;1;768;903;789;940;5610;Restaurants and mobile food service activities;BB;B;CCC
SEWOBA GMBH SEELOWER WOHNUNGSBAUGESELLSCHAFT;44154;43918;42716;4;5;15;44147;43911;42399;2;2;302;6213;4510;5236;2144;2032;2213;114;144;195;3955;2335;2827;3575;2123;2708;50367;48429;47951;20369;20249;19991;4100;4100;4100;16269;16149;15891;24691;23634;27961;24447;23175;27786;244;459;174;244;459;174;5307;4545;0;1445;1450;n.a.;1220;691;n.a.;2642;2404;n.a.;50367;48429;47951;6820;Renting and operating of own or leased real estate;B;B;BBB
RAIFFEISEN METTINGEN EG;746;795;738;0;0;0;665;713;657;82;82;82;2247;2062;1561;611;709;608;0;0;0;1636;1353;953;76;288;192;2994;2857;2300;2384;2188;1909;154;154;157;2230;2034;1753;610;668;390;272;312;299;338;356;91;338;356;91;0;0;0;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;2994;2857;2300;4621;Wholesale of grain, unmanufactured tobacco, seeds and animal feeds;BBB;BBB;BBB
PRECISE RESORT MARINA WOLFSBRUCH GMBH;719;712;664;74;124;165;645;588;499;0;0;0;1013;1123;1469;70;99;91;0;0;0;943;1024;1378;150;94;576;1732;1835;2133;-1550;-624;-46;25;25;25;-1575;-649;-71;2332;1919;1787;2051;1663;1534;282;256;254;282;256;254;949;540;392;0;0;0;0;0;0;949;540;392;1732;1835;2133;5510;Hotels and similar accommodation;;CCC;CCC
KREISWERKE BAUTZEN WASSERVERSORGUNG GMBH;35221;35687;35803;510;532;554;34711;35156;35248;0;0;0;2451;2361;4311;239;208;237;1737;1669;1666;476;485;2409;292;350;2319;37672;38049;40114;22764;22384;22067;12500;12500;12500;10264;9884;9567;12327;12871;15146;12139;12675;14865;189;196;281;189;196;281;2580;2794;2901;2009;2227;2105;152;278;344;419;289;452;37672;38049;40114;3600;Water collection, treatment and supply;BB;BB;BBB
G & O GATEWAY GARDENS DRITTE GMBH & CO. KG;0;0;0;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;798;9310;1745;99;8863;1460;0;49;0;699;397;286;699;374;146;798;9310;1745;225;153;5;25;25;25;200;128;-20;212;2503;458;0;0;0;212;2503;458;212;2503;458;360;6653;1282;0;0;0;1;830;546;359;5823;736;798;9310;1745;6810;Buying and selling of own real estate;BBB;CCC;C
URBANIA GMBH - GESELLSCHAFT FUER ENERGIEVERTRIEB UND -HANDEL;0;0;0;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;3556;3114;2502;0;0;0;2600;0;1773;956;3114;729;811;820;348;3556;3114;2502;185;122;-47;50;50;50;135;72;-97;94;2992;2;0;2969;0;94;23;2;94;23;2;3277;0;2548;0;n.a.;0;518;n.a.;0;2758;n.a.;2548;3556;3114;2502;3500;Electricity, gas, steam and air conditioning supply;B;CCC;CC
BEBARMATIC PARKSYSTEME GMBH;119;136;129;24;23;12;96;113;117;0;0;0;2446;2118;1952;1040;1003;928;0;0;0;1406;1115;1024;356;333;264;2565;2254;2081;1222;1222;1222;500;500;500;722;722;722;1343;1032;229;1184;896;0;160;136;229;160;136;229;0;0;630;n.a.;n.a.;0;n.a.;n.a.;0;n.a.;n.a.;630;2565;2254;2081;2790;Manufacture of other electrical equipment;BBB;BBB;BBB
WIRTSCHAFTS- U. SOZIALAKADEMIE DER ARBEITNEHMERKAMMER BREMEN GGMBH;110;149;199;2;14;59;108;136;140;0;0;0;2407;2410;2293;7;7;6;535;687;426;1865;1717;1861;1816;1633;1838;2517;2560;2492;1077;1077;1077;625;625;625;452;452;452;1096;1085;1118;0;0;0;1096;1085;1118;1096;1085;1118;344;398;297;0;0;0;140;128;151;204;270;146;2517;2560;2492;8532;Technical and vocational secondary education;BBB;BBB;A
ROESNER MASCHINENBAU UND FOERDERTEILE GMBH & CO. KG;1300;1520;1597;378;450;530;921;1069;1067;0;0;0;1769;1908;2081;121;200;59;0;0;0;1648;1707;2021;1362;1356;1684;3069;3427;3678;1192;1192;1192;472;472;472;720;720;720;484;659;840;80;166;363;404;493;477;404;493;477;1393;1576;1646;0;0;0;0;0;0;1393;1576;1646;3069;3427;3678;2822;Manufacture of lifting and handling equipment;BBB;BBB;BB
SCE WIND ZERNITZ GMBH & CO. KG;2586;5757;2051;0;0;0;2569;5740;2051;17;17;0;4740;6117;289;0;0;0;821;761;0;3919;5357;289;n.a.;4668;136;7326;11874;2340;2026;8215;1974;2026;8215;1974;0;0;0;5103;2946;334;0;0;0;5103;2946;334;5103;2946;334;198;713;31;0;0;0;18;126;0;179;587;31;7326;11874;2340;3511;Production of electricity;CCC;B;BBB
STADTWERKE STEINHEIM GMBH;9660;17885;16591;55;322;1083;8834;16205;14138;771;1358;1369;15379;2576;2140;89;0;0;2327;5;34;12964;2571;2107;10457;759;413;25039;20461;18731;10640;9375;8921;3600;3600;3600;7040;5775;5321;10549;7241;7383;9442;6824;6844;1107;417;540;1107;417;540;3850;3844;2427;716;1964;476;258;36;145;2876;1845;1806;25039;20461;18731;3513;Distribution of electricity;BBB;BB;BB
1STQ DEUTSCHLAND GMBH;1360;1377;1499;1146;1074;1152;214;303;348;0;0;0;3365;3169;3473;1366;1291;1565;0;0;0;1999;1878;1909;0;1;1;4725;4546;4973;2036;2172;1706;110;110;110;1926;2062;1596;447;724;1100;356;382;883;90;342;218;90;342;218;2243;1650;2166;0;0;0;0;0;0;2243;1650;2166;4725;4546;4973;3250;Manufacture of medical and dental instruments and supplies;BBB;BBB;BB
OUTLET VENTURES GMBH;280;286;150;2;3;0;278;284;150;0;0;0;2632;2001;1999;2001;1752;1620;0;0;0;631;249;379;10;20;4;2913;2288;2149;1767;1569;1360;525;525;525;1242;1044;835;303;719;305;0;308;0;303;411;305;303;411;305;843;0;484;0;n.a.;0;0;n.a.;0;843;n.a.;484;2913;2288;2149;4799;Other retail sale not in stores, stalls or markets;BBB;BBB;BBB
GEMEINDEWERKE RUELZHEIM;20684;21299;21637;81;92;100;20596;21201;21369;7;7;168;2397;3109;2673;32;38;18;1082;302;389;1283;2769;2266;253;1039;241;23081;24408;24310;6218;5153;4372;1540;1540;1540;4678;3613;2832;15548;7937;19938;15082;7650;19534;466;287;404;466;287;404;1315;11318;0;0;10096;n.a.;488;471;n.a.;827;751;n.a.;23081;24408;24310;3510;Electric power generation, transmission and distribution;BB;CC;CCC
KOETTERL GMBH & CO. KRAFTWAGEN-SPEDITION KG;754;855;1216;5;0;0;724;830;1191;25;25;25;1773;1625;1750;3;3;3;0;0;0;1770;1623;1748;2;1;4;2527;2480;2966;101;101;101;51;51;51;50;50;50;2426;2379;2865;2162;2104;2589;264;275;276;264;275;276;0;0;0;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;2527;2480;2966;5229;Other transportation support activities;BB;BB;BB
BEUTNER LOGISTIK DIENSTLEISTUNGEN GMBH;31;29;28;0;1;3;31;28;25;0;0;0;2368;1753;1458;0;0;0;0;0;679;2368;1753;779;15;18;71;2399;1782;1486;475;371;734;30;30;30;445;341;704;64;63;49;0;0;0;64;63;49;64;63;49;1861;1348;703;0;0;138;0;0;0;1861;1348;565;2399;1782;1486;5229;Other transportation support activities;BBB;BBB;BB
MINT GMBH;268;227;156;17;20;5;184;140;84;67;67;67;3845;3143;2846;1454;1572;1507;0;0;0;2391;1571;1339;1105;499;380;4113;3371;3002;3533;2931;2604;25;25;25;3508;2906;2579;263;188;197;45;61;36;217;127;161;217;127;161;317;251;201;0;0;0;0;0;0;317;251;201;4113;3371;3002;4674;Wholesale of hardware, plumbing and heating equipment and supplies;BBB;BBB;BBB
BERGMANN BAUUNTERNEHMUNG GMBH & CO. KG;1219;1253;1451;3;12;21;1215;1240;1430;1;1;0;1591;833;1065;3;15;13;0;0;0;1588;818;1052;740;155;338;2810;2086;2515;507;507;405;507;507;405;0;0;0;2302;1579;2110;1898;1396;1681;404;183;429;404;183;429;0;0;0;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;2810;2086;2515;4221;Construction of utility projects for fluids;BB;BBB;BB
